filename,filepath,subject,session,task,sequence_type,target,clustRegion,clustMask,X,Y,Z
099.01.rest.se.errts.targ.network.fisher.clust.ldlpfc.orig.1d,/cbica/projects/nbthetaconn/pipeline/results/099/099.01.rest.se.errts.targ.network.fisher.clust.ldlpfc.orig.1d,99,1,rest,se,network,ldlpfc,orig,,,
099.02.rest.se.errts.targ.seed.fisher.clust.ldlpfc.orig.1d,/cbica/projects/nbthetaconn/pipeline/results/099/099.02.rest.se.errts.targ.seed.fisher.clust.ldlpfc.orig.1d,99,2,rest,se,seed,ldlpfc,orig,,,
099.01.rest.se.errts.targ.seed.fisher.clust.ldlpfc.dilate_5.1d,/cbica/projects/nbthetaconn/pipeline/results/099/099.01.rest.se.errts.targ.seed.fisher.clust.ldlpfc.dilate_5.1d,99,1,rest,se,seed,ldlpfc,dilate_5,,,
099.04.rest.se.errts.targ.seed.fisher.clust.ldlpfc.dilate_5.1d,/cbica/projects/nbthetaconn/pipeline/results/099/099.04.rest.se.errts.targ.seed.fisher.clust.ldlpfc.dilate_5.1d,99,4,rest,se,seed,ldlpfc,dilate_5,,,
099.03.rest.se.errts.targ.network.fisher.clust.ldlpfc.dilate_5.1d,/cbica/projects/nbthetaconn/pipeline/results/099/099.03.rest.se.errts.targ.network.fisher.clust.ldlpfc.dilate_5.1d,99,3,rest,se,network,ldlpfc,dilate_5,,,
099.02.rest.se.errts.targ.network.fisher.clust.ldlpfc.erode_1.1d,/cbica/projects/nbthetaconn/pipeline/results/099/099.02.rest.se.errts.targ.network.fisher.clust.ldlpfc.erode_1.1d,99,2,rest,se,network,ldlpfc,erode_1,,,
099.01.rest.se.errts.targ.seed.fisher.clust.ldlpfc.erode_1.1d,/cbica/projects/nbthetaconn/pipeline/results/099/099.01.rest.se.errts.targ.seed.fisher.clust.ldlpfc.erode_1.1d,99,1,rest,se,seed,ldlpfc,erode_1,,,
099.03.rest.se.errts.targ.seed.fisher.clust.ldlpfc.orig.1d,/cbica/projects/nbthetaconn/pipeline/results/099/099.03.rest.se.errts.targ.seed.fisher.clust.ldlpfc.orig.1d,99,3,rest,se,seed,ldlpfc,orig,,,
099.03.rest.se.errts.targ.network.fisher.clust.ldlpfc.erode_1.1d,/cbica/projects/nbthetaconn/pipeline/results/099/099.03.rest.se.errts.targ.network.fisher.clust.ldlpfc.erode_1.1d,99,3,rest,se,network,ldlpfc,erode_1,,,
099.04.rest.se.errts.targ.network.fisher.clust.ldlpfc.dilate_5.1d,/cbica/projects/nbthetaconn/pipeline/results/099/099.04.rest.se.errts.targ.network.fisher.clust.ldlpfc.dilate_5.1d,99,4,rest,se,network,ldlpfc,dilate_5,,,
099.02.rest.se.errts.targ.seed.fisher.clust.ldlpfc.dilate_5.1d,/cbica/projects/nbthetaconn/pipeline/results/099/099.02.rest.se.errts.targ.seed.fisher.clust.ldlpfc.dilate_5.1d,99,2,rest,se,seed,ldlpfc,dilate_5,,,
099.02.rest.se.errts.targ.seed.fisher.clust.ldlpfc.erode_1.1d,/cbica/projects/nbthetaconn/pipeline/results/099/099.02.rest.se.errts.targ.seed.fisher.clust.ldlpfc.erode_1.1d,99,2,rest,se,seed,ldlpfc,erode_1,,,
099.04.rest.se.errts.targ.network.fisher.clust.ldlpfc.orig.1d,/cbica/projects/nbthetaconn/pipeline/results/099/099.04.rest.se.errts.targ.network.fisher.clust.ldlpfc.orig.1d,99,4,rest,se,network,ldlpfc,orig,,,
099.01.rest.se.errts.targ.seed.fisher.clust.ldlpfc.orig.1d,/cbica/projects/nbthetaconn/pipeline/results/099/099.01.rest.se.errts.targ.seed.fisher.clust.ldlpfc.orig.1d,99,1,rest,se,seed,ldlpfc,orig,,,
045.04.rest.se.errts.targ.network.fisher.clust.ldlpfc.orig.1d,/cbica/projects/nbthetaconn/pipeline/results/045/045.04.rest.se.errts.targ.network.fisher.clust.ldlpfc.orig.1d,45,4,rest,se,network,ldlpfc,orig,,,
045.04.rest.se.errts.targ.network.fisher.clust.ldlpfc.erode_1.1d,/cbica/projects/nbthetaconn/pipeline/results/045/045.04.rest.se.errts.targ.network.fisher.clust.ldlpfc.erode_1.1d,45,4,rest,se,network,ldlpfc,erode_1,,,
045.04.rest.se.errts.targ.network.fisher.clust.ldlpfc.dilate_5.1d,/cbica/projects/nbthetaconn/pipeline/results/045/045.04.rest.se.errts.targ.network.fisher.clust.ldlpfc.dilate_5.1d,45,4,rest,se,network,ldlpfc,dilate_5,,,
045.04.rest.se.errts.targ.seed.fisher.clust.ldlpfc.dilate_5.1d,/cbica/projects/nbthetaconn/pipeline/results/045/045.04.rest.se.errts.targ.seed.fisher.clust.ldlpfc.dilate_5.1d,45,4,rest,se,seed,ldlpfc,dilate_5,,,
045.04.rest.se.errts.targ.seed.fisher.clust.ldlpfc.erode_1.1d,/cbica/projects/nbthetaconn/pipeline/results/045/045.04.rest.se.errts.targ.seed.fisher.clust.ldlpfc.erode_1.1d,45,4,rest,se,seed,ldlpfc,erode_1,,,
045.04.rest.se.errts.targ.seed.fisher.clust.ldlpfc.orig.1d,/cbica/projects/nbthetaconn/pipeline/results/045/045.04.rest.se.errts.targ.seed.fisher.clust.ldlpfc.orig.1d,45,4,rest,se,seed,ldlpfc,orig,,,
083.03.rest.se.errts.targ.network.fisher.clust.ldlpfc.erode_1.1d,/cbica/projects/nbthetaconn/pipeline/results/083/083.03.rest.se.errts.targ.network.fisher.clust.ldlpfc.erode_1.1d,83,3,rest,se,network,ldlpfc,erode_1,,,
083.03.rest.se.errts.targ.seed.fisher.clust.ldlpfc.dilate_5.1d,/cbica/projects/nbthetaconn/pipeline/results/083/083.03.rest.se.errts.targ.seed.fisher.clust.ldlpfc.dilate_5.1d,83,3,rest,se,seed,ldlpfc,dilate_5,,,
083.03.rest.se.errts.targ.seed.fisher.clust.ldlpfc.orig.1d,/cbica/projects/nbthetaconn/pipeline/results/083/083.03.rest.se.errts.targ.seed.fisher.clust.ldlpfc.orig.1d,83,3,rest,se,seed,ldlpfc,orig,,,
083.03.rest.se.errts.targ.network.fisher.clust.ldlpfc.orig.1d,/cbica/projects/nbthetaconn/pipeline/results/083/083.03.rest.se.errts.targ.network.fisher.clust.ldlpfc.orig.1d,83,3,rest,se,network,ldlpfc,orig,,,
083.03.rest.se.errts.targ.network.fisher.clust.ldlpfc.dilate_5.1d,/cbica/projects/nbthetaconn/pipeline/results/083/083.03.rest.se.errts.targ.network.fisher.clust.ldlpfc.dilate_5.1d,83,3,rest,se,network,ldlpfc,dilate_5,,,
083.03.rest.se.errts.targ.seed.fisher.clust.ldlpfc.erode_1.1d,/cbica/projects/nbthetaconn/pipeline/results/083/083.03.rest.se.errts.targ.seed.fisher.clust.ldlpfc.erode_1.1d,83,3,rest,se,seed,ldlpfc,erode_1,,,
108.03.rest.se.errts.targ.network.fisher.clust.ldlpfc.erode_1.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.03.rest.se.errts.targ.network.fisher.clust.ldlpfc.erode_1.1d,108,3,rest,se,network,ldlpfc,erode_1,,,
108.03.rest.me.errts.targ.network.fisher.clust.ldlpfc.orig.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.03.rest.me.errts.targ.network.fisher.clust.ldlpfc.orig.1d,108,3,rest,me,network,ldlpfc,orig,,,
108.01.rest.se.errts.targ.seed.fisher.clust.ldlpfc.erode_1.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.01.rest.se.errts.targ.seed.fisher.clust.ldlpfc.erode_1.1d,108,1,rest,se,seed,ldlpfc,erode_1,,,
108.01.rest.me.errts.targ.network.fisher.clust.ldlpfc.erode_1.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.01.rest.me.errts.targ.network.fisher.clust.ldlpfc.erode_1.1d,108,1,rest,me,network,ldlpfc,erode_1,,,
108.02.rest.se.errts.targ.seed.fisher.clust.ldlpfc.dilate_5.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.02.rest.se.errts.targ.seed.fisher.clust.ldlpfc.dilate_5.1d,108,2,rest,se,seed,ldlpfc,dilate_5,,,
108.01.rest.me.errts.targ.seed.fisher.clust.ldlpfc.erode_1.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.01.rest.me.errts.targ.seed.fisher.clust.ldlpfc.erode_1.1d,108,1,rest,me,seed,ldlpfc,erode_1,,,
108.02.rest.me.errts.targ.seed.fisher.clust.ldlpfc.dilate_5.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.02.rest.me.errts.targ.seed.fisher.clust.ldlpfc.dilate_5.1d,108,2,rest,me,seed,ldlpfc,dilate_5,,,
108.04.rest.me.errts.targ.seed.fisher.clust.ldlpfc.orig.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.04.rest.me.errts.targ.seed.fisher.clust.ldlpfc.orig.1d,108,4,rest,me,seed,ldlpfc,orig,,,
108.04.rest.me.errts.targ.network.fisher.clust.ldlpfc.erode_1.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.04.rest.me.errts.targ.network.fisher.clust.ldlpfc.erode_1.1d,108,4,rest,me,network,ldlpfc,erode_1,,,
108.02.rest.me.errts.targ.seed.fisher.clust.ldlpfc.orig.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.02.rest.me.errts.targ.seed.fisher.clust.ldlpfc.orig.1d,108,2,rest,me,seed,ldlpfc,orig,,,
108.04.rest.se.errts.targ.seed.fisher.clust.ldlpfc.erode_1.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.04.rest.se.errts.targ.seed.fisher.clust.ldlpfc.erode_1.1d,108,4,rest,se,seed,ldlpfc,erode_1,,,
108.04.rest.se.errts.targ.network.fisher.clust.ldlpfc.dilate_5.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.04.rest.se.errts.targ.network.fisher.clust.ldlpfc.dilate_5.1d,108,4,rest,se,network,ldlpfc,dilate_5,,,
108.02.rest.se.errts.targ.network.fisher.clust.ldlpfc.orig.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.02.rest.se.errts.targ.network.fisher.clust.ldlpfc.orig.1d,108,2,rest,se,network,ldlpfc,orig,,,
108.04.rest.me.errts.targ.seed.fisher.clust.ldlpfc.dilate_5.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.04.rest.me.errts.targ.seed.fisher.clust.ldlpfc.dilate_5.1d,108,4,rest,me,seed,ldlpfc,dilate_5,,,
108.02.rest.se.errts.targ.seed.fisher.clust.ldlpfc.orig.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.02.rest.se.errts.targ.seed.fisher.clust.ldlpfc.orig.1d,108,2,rest,se,seed,ldlpfc,orig,,,
108.03.rest.se.errts.targ.seed.fisher.clust.ldlpfc.orig.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.03.rest.se.errts.targ.seed.fisher.clust.ldlpfc.orig.1d,108,3,rest,se,seed,ldlpfc,orig,,,
108.03.rest.me.errts.targ.network.fisher.clust.ldlpfc.erode_1.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.03.rest.me.errts.targ.network.fisher.clust.ldlpfc.erode_1.1d,108,3,rest,me,network,ldlpfc,erode_1,,,
108.02.rest.se.errts.targ.network.fisher.clust.ldlpfc.erode_1.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.02.rest.se.errts.targ.network.fisher.clust.ldlpfc.erode_1.1d,108,2,rest,se,network,ldlpfc,erode_1,,,
108.03.rest.me.errts.targ.network.fisher.clust.ldlpfc.dilate_5.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.03.rest.me.errts.targ.network.fisher.clust.ldlpfc.dilate_5.1d,108,3,rest,me,network,ldlpfc,dilate_5,,,
108.02.rest.me.errts.targ.seed.fisher.clust.ldlpfc.erode_1.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.02.rest.me.errts.targ.seed.fisher.clust.ldlpfc.erode_1.1d,108,2,rest,me,seed,ldlpfc,erode_1,,,
108.02.rest.me.errts.targ.network.fisher.clust.ldlpfc.orig.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.02.rest.me.errts.targ.network.fisher.clust.ldlpfc.orig.1d,108,2,rest,me,network,ldlpfc,orig,,,
108.01.rest.se.errts.targ.network.fisher.clust.ldlpfc.erode_1.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.01.rest.se.errts.targ.network.fisher.clust.ldlpfc.erode_1.1d,108,1,rest,se,network,ldlpfc,erode_1,,,
108.03.rest.me.errts.targ.seed.fisher.clust.ldlpfc.erode_1.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.03.rest.me.errts.targ.seed.fisher.clust.ldlpfc.erode_1.1d,108,3,rest,me,seed,ldlpfc,erode_1,,,
108.04.rest.se.errts.targ.network.fisher.clust.ldlpfc.orig.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.04.rest.se.errts.targ.network.fisher.clust.ldlpfc.orig.1d,108,4,rest,se,network,ldlpfc,orig,,,
108.03.rest.me.errts.targ.seed.fisher.clust.ldlpfc.orig.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.03.rest.me.errts.targ.seed.fisher.clust.ldlpfc.orig.1d,108,3,rest,me,seed,ldlpfc,orig,,,
108.01.rest.me.errts.targ.seed.fisher.clust.ldlpfc.orig.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.01.rest.me.errts.targ.seed.fisher.clust.ldlpfc.orig.1d,108,1,rest,me,seed,ldlpfc,orig,,,
108.01.rest.me.errts.targ.seed.fisher.clust.ldlpfc.dilate_5.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.01.rest.me.errts.targ.seed.fisher.clust.ldlpfc.dilate_5.1d,108,1,rest,me,seed,ldlpfc,dilate_5,,,
108.02.rest.me.errts.targ.network.fisher.clust.ldlpfc.dilate_5.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.02.rest.me.errts.targ.network.fisher.clust.ldlpfc.dilate_5.1d,108,2,rest,me,network,ldlpfc,dilate_5,,,
108.02.rest.se.errts.targ.seed.fisher.clust.ldlpfc.erode_1.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.02.rest.se.errts.targ.seed.fisher.clust.ldlpfc.erode_1.1d,108,2,rest,se,seed,ldlpfc,erode_1,,,
108.01.rest.se.errts.targ.network.fisher.clust.ldlpfc.dilate_5.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.01.rest.se.errts.targ.network.fisher.clust.ldlpfc.dilate_5.1d,108,1,rest,se,network,ldlpfc,dilate_5,,,
108.03.rest.se.errts.targ.network.fisher.clust.ldlpfc.dilate_5.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.03.rest.se.errts.targ.network.fisher.clust.ldlpfc.dilate_5.1d,108,3,rest,se,network,ldlpfc,dilate_5,,,
108.03.rest.se.errts.targ.seed.fisher.clust.ldlpfc.erode_1.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.03.rest.se.errts.targ.seed.fisher.clust.ldlpfc.erode_1.1d,108,3,rest,se,seed,ldlpfc,erode_1,,,
108.03.rest.se.errts.targ.seed.fisher.clust.ldlpfc.dilate_5.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.03.rest.se.errts.targ.seed.fisher.clust.ldlpfc.dilate_5.1d,108,3,rest,se,seed,ldlpfc,dilate_5,,,
108.01.rest.se.errts.targ.seed.fisher.clust.ldlpfc.orig.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.01.rest.se.errts.targ.seed.fisher.clust.ldlpfc.orig.1d,108,1,rest,se,seed,ldlpfc,orig,,,
108.01.rest.me.errts.targ.network.fisher.clust.ldlpfc.dilate_5.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.01.rest.me.errts.targ.network.fisher.clust.ldlpfc.dilate_5.1d,108,1,rest,me,network,ldlpfc,dilate_5,,,
108.03.rest.me.errts.targ.seed.fisher.clust.ldlpfc.dilate_5.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.03.rest.me.errts.targ.seed.fisher.clust.ldlpfc.dilate_5.1d,108,3,rest,me,seed,ldlpfc,dilate_5,,,
108.03.rest.se.errts.targ.network.fisher.clust.ldlpfc.orig.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.03.rest.se.errts.targ.network.fisher.clust.ldlpfc.orig.1d,108,3,rest,se,network,ldlpfc,orig,,,
108.01.rest.se.errts.targ.network.fisher.clust.ldlpfc.orig.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.01.rest.se.errts.targ.network.fisher.clust.ldlpfc.orig.1d,108,1,rest,se,network,ldlpfc,orig,,,
108.04.rest.me.errts.targ.seed.fisher.clust.ldlpfc.erode_1.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.04.rest.me.errts.targ.seed.fisher.clust.ldlpfc.erode_1.1d,108,4,rest,me,seed,ldlpfc,erode_1,,,
108.01.rest.se.errts.targ.seed.fisher.clust.ldlpfc.dilate_5.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.01.rest.se.errts.targ.seed.fisher.clust.ldlpfc.dilate_5.1d,108,1,rest,se,seed,ldlpfc,dilate_5,,,
108.04.rest.me.errts.targ.network.fisher.clust.ldlpfc.dilate_5.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.04.rest.me.errts.targ.network.fisher.clust.ldlpfc.dilate_5.1d,108,4,rest,me,network,ldlpfc,dilate_5,,,
108.04.rest.se.errts.targ.network.fisher.clust.ldlpfc.erode_1.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.04.rest.se.errts.targ.network.fisher.clust.ldlpfc.erode_1.1d,108,4,rest,se,network,ldlpfc,erode_1,,,
108.04.rest.se.errts.targ.seed.fisher.clust.ldlpfc.orig.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.04.rest.se.errts.targ.seed.fisher.clust.ldlpfc.orig.1d,108,4,rest,se,seed,ldlpfc,orig,,,
108.02.rest.se.errts.targ.network.fisher.clust.ldlpfc.dilate_5.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.02.rest.se.errts.targ.network.fisher.clust.ldlpfc.dilate_5.1d,108,2,rest,se,network,ldlpfc,dilate_5,,,
108.04.rest.se.errts.targ.seed.fisher.clust.ldlpfc.dilate_5.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.04.rest.se.errts.targ.seed.fisher.clust.ldlpfc.dilate_5.1d,108,4,rest,se,seed,ldlpfc,dilate_5,,,
108.04.rest.me.errts.targ.network.fisher.clust.ldlpfc.orig.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.04.rest.me.errts.targ.network.fisher.clust.ldlpfc.orig.1d,108,4,rest,me,network,ldlpfc,orig,,,
108.02.rest.me.errts.targ.network.fisher.clust.ldlpfc.erode_1.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.02.rest.me.errts.targ.network.fisher.clust.ldlpfc.erode_1.1d,108,2,rest,me,network,ldlpfc,erode_1,,,
108.01.rest.me.errts.targ.network.fisher.clust.ldlpfc.orig.1d,/cbica/projects/nbthetaconn/pipeline/results/108/108.01.rest.me.errts.targ.network.fisher.clust.ldlpfc.orig.1d,108,1,rest,me,network,ldlpfc,orig,,,
110.01.rest.me.errts.targ.network.fisher.clust.ldlpfc.erode_1.1d,/cbica/projects/nbthetaconn/pipeline/results/110/110.01.rest.me.errts.targ.network.fisher.clust.ldlpfc.erode_1.1d,110,1,rest,me,network,ldlpfc,erode_1,,,
110.04.rest.me.errts.targ.seed.fisher.clust.ldlpfc.dilate_5.1d,/cbica/projects/nbthetaconn/pipeline/results/110/110.04.rest.me.errts.targ.seed.fisher.clust.ldlpfc.dilate_5.1d,110,4,rest,me,seed,ldlpfc,dilate_5,,,
110.01.rest.se.errts.targ.seed.fisher.clust.ldlpfc.erode_1.1d,/cbica/projects/nbthetaconn/pipeline/results/110/110.01.rest.se.errts.targ.seed.fisher.clust.ldlpfc.erode_1.1d,110,1,rest,se,seed,ldlpfc,erode_1,,,
110.03.rest.me.errts.targ.network.fisher.clust.ldlpfc.erode_1.1d,/cbica/projects/nbthetaconn/pipeline/results/110/110.03.rest.me.errts.targ.network.fisher.clust.ldlpfc.erode_1.1d,110,3,rest,me,network,ldlpfc,erode_1,,,
110.01.rest.me.errts.targ.seed.fisher.clust.ldlpfc.erode_1.1d,/cbica/projects/nbthetaconn/pipeline/results/110/110.01.rest.me.errts.targ.seed.fisher.clust.ldlpfc.erode_1.1d,110,1,rest,me,seed,ldlpfc,erode_1,,,
110.04.rest.me.errts.targ.network.fisher.clust.ldlpfc.erode_1.1d,/cbica/projects/nbthetaconn/pipeline/results/110/110.04.rest.me.errts.targ.network.fisher.clust.ldlpfc.erode_1.1d,110,4,rest,me,network,ldlpfc,erode_1,,,
110.01.rest.me.errts.targ.seed.fisher.clust.ldlpfc.dilate_5.1d,/cbica/projects/nbthetaconn/pipeline/results/110/110.01.rest.me.errts.targ.seed.fisher.clust.ldlpfc.dilate_5.1d,110,1,rest,me,seed,ldlpfc,dilate_5,,,
110.02.rest.me.errts.targ.seed.fisher.clust.ldlpfc.orig.1d,/cbica/projects/nbthetaconn/pipeline/results/110/110.02.rest.me.errts.targ.seed.fisher.clust.ldlpfc.orig.1d,110,2,rest,me,seed,ldlpfc,orig,,,
110.02.rest.se.errts.targ.seed.fisher.clust.ldlpfc.erode_1.1d,/cbica/projects/nbthetaconn/pipeline/results/110/110.02.rest.se.errts.targ.seed.fisher.clust.ldlpfc.erode_1.1d,110,2,rest,se,seed,ldlpfc,erode_1,,,
110.03.rest.me.errts.targ.seed.fisher.clust.ldlpfc.erode_1.1d,/cbica/projects/nbthetaconn/pipeline/results/110/110.03.rest.me.errts.targ.seed.fisher.clust.ldlpfc.erode_1.1d,110,3,rest,me,seed,ldlpfc,erode_1,,,
110.02.rest.se.errts.targ.network.fisher.clust.ldlpfc.dilate_5.1d,/cbica/projects/nbthetaconn/pipeline/results/110/110.02.rest.se.errts.targ.network.fisher.clust.ldlpfc.dilate_5.1d,110,2,rest,se,network,ldlpfc,dilate_5,,,
110.04.rest.me.errts.targ.seed.fisher.clust.ldlpfc.erode_1.1d,/cbica/projects/nbthetaconn/pipeline/results/110/110.04.rest.me.errts.targ.seed.fisher.clust.ldlpfc.erode_1.1d,110,4,rest,me,seed,ldlpfc,erode_1,,,
110.03.rest.me.errts.targ.network.fisher.clust.ldlpfc.orig.1d,/cbica/projects/nbthetaconn/pipeline/results/110/110.03.rest.me.errts.targ.network.fisher.clust.ldlpfc.orig.1d,110,3,rest,me,network,ldlpfc,orig,,,
110.03.rest.me.errts.targ.seed.fisher.clust.ldlpfc.orig.1d,/cbica/projects/nbthetaconn/pipeline/results/110/110.03.rest.me.errts.targ.seed.fisher.clust.ldlpfc.orig.1d,110,3,rest,me,seed,ldlpfc,orig,,,
110.01.rest.me.errts.targ.network.fisher.clust.ldlpfc.orig.1d,/cbica/projects/nbthetaconn/pipeline/results/110/110.01.rest.me.errts.targ.network.fisher.clust.ldlpfc.orig.1d,110,1,rest,me,network,ldlpfc,orig,,,
110.02.rest.se.errts.targ.network.fisher.clust.ldlpfc.erode_1.1d,/cbica/projects/nbthetaconn/pipeline/results/110/110.02.rest.se.errts.targ.network.fisher.clust.ldlpfc.erode_1.1d,110,2,rest,se,network,ldlpfc,erode_1,,,
110.04.rest.se.errts.targ.network.fisher.clust.ldlpfc.dilate_5.1d,/cbica/projects/nbthetaconn/pipeline/results/110/110.04.rest.se.errts.targ.network.fisher.clust.ldlpfc.dilate_5.1d,110,4,rest,se,network,ldlpfc,dilate_5,,,
110.02.rest.me.errts.targ.network.fisher.clust.ldlpfc.erode_1.1d,/cbica/projects/nbthetaconn/pipeline/results/110/110.02.rest.me.errts.targ.network.fisher.clust.ldlpfc.erode_1.1d,110,2,rest,me,network,ldlpfc,erode_1,,,
110.03.rest.se.errts.targ.network.fisher.clust.ldlpfc.dilate_5.1d,/cbica/projects/nbthetaconn/pipeline/results/110/110.03.rest.se.errts.targ.network.fisher.clust.ldlpfc.dilate_5.1d,110,3,rest,se,network,ldlpfc,dilate_5,,,
110.01.rest.se.errts.targ.network.fisher.clust.ldlpfc.orig.1d,/cbica/projects/nbthetaconn/pipeline/results/110/110.01.rest.se.errts.targ.network.fisher.clust.ldlpfc.orig.1d,110,1,rest,se,network,ldlpfc,orig,,,
110.03.rest.me.errts.targ.seed.fisher.clust.ldlpfc.dilate_5.1d,/cbica/projects/nbthetaconn/pipeline/results/110/110.03.rest.me.errts.targ.seed.fisher.clust.ldlpfc.dilate_5.1d,110,3,rest,me,seed,ldlpfc,dilate_5,,,
110.04.rest.me.errts.targ.seed.fisher.clust.ldlpfc.orig.1d,/cbica/projects/nbthetaconn/pipeline/results/110/110.04.rest.me.errts.targ.seed.fisher.clust.ldlpfc.orig.1d,110,4,rest,me,seed,ldlpfc,orig,,,
110.01.rest.me.errts.targ.network.fisher.clust.ldlpfc.dilate_5.1d,/cbica/projects/nbthetaconn/pipeline/results/110/110.01.rest.me.errts.targ.network.fisher.clust.ldlpfc.dilate_5.1d,110,1,rest,me,network,ldlpfc,dilate_5,,,
110.01.rest.me.errts.targ.seed.fisher.clust.ldlpfc.orig.1d,/cbica/projects/nbthetaconn/pipeline/results/110/110.01.rest.me.errts.targ.seed.fisher.clust.ldlpfc.orig.1d,110,1,rest,me,seed,ldlpfc,orig,,,
110.03.rest.me.errts.targ.network.fisher.clust.ldlpfc.dilate_5.1d,/cbica/projects/nbthetaconn/pipeline/results/110/110.03.rest.me.errts.targ.network.fisher.clust.ldlpfc.dilate_5.1d,110,3,rest,me,network,ldlpfc,dilate_5,,,
110.01.rest.se.errts.targ.network.fisher.clust.ldlpfc.dilate_5.1d,/cbica/projects/nbthetaconn/pipeline/results/110/110.01.rest.se.errts.targ.network.fisher.clust.ldlpfc.dilate_5.1d,110,1,rest,se,network,ldlpfc,dilate_5,,,
110.02.rest.me.errts.targ.network.fisher.clust.ldlpfc.dilate_5.1d,/cbica/projects/nbthetaconn/pipeline/results/110/110.02.rest.me.errts.targ.network.fisher.clust.ldlpfc.dilate_5.1d,110,2,rest,me,network,ldlpfc,dilate_5,,,
110.02.rest.se.errts.targ.network.fisher.clust.ldlpfc.orig.1d,/cbica/projects/nbthetaconn/pipeline/results/110/110.02.rest.se.errts.targ.network.fisher.clust.ldlpfc.orig.1d,110,2,rest,se,network,ldlpfc,orig,,,
110.04.rest.me.errts.targ.network.fisher.clust.ldlpfc.orig.1d,/cbica/projects/nbthetaconn/pipeline/results/110/110.04.rest.me.errts.targ.network.fisher.clust.ldlpfc.orig.1d,110,4,rest,me,network,ldlpfc,orig,,,
110.03.rest.se.errts.targ.network.fisher.clust.ldlpfc.erode_1.1d,/cbica/projects/nbthetaconn/pipeline/results/110/110.03.rest.se.errts.targ.network.fisher.clust.ldlpfc.erode_1.1d,110,3,rest,se,network,ldlpfc,erode_1,,,
110.02.rest.me.errts.targ.seed.fisher.clust.ldlpfc.erode_1.1d,/cbica/projects/nbthetaconn/pipeline/results/110/110.02.rest.me.errts.targ.seed.fisher.clust.ldlpfc.erode_1.1d,110,2,rest,me,seed,ldlpfc,erode_1,,,
110.03.rest.se.errts.targ.seed.fisher.clust.ldlpfc.erode_1.1d,/cbica/projects/nbthetaconn/pipeline/results/110/110.03.rest.se.errts.targ.seed.fisher.clust.ldlpfc.erode_1.1d,110,3,rest,se,seed,ldlpfc,erode_1,,,
110.02.rest.se.errts.targ.seed.fisher.clust.ldlpfc.orig.1d,/cbica/projects/nbthetaconn/pipeline/results/110/110.02.rest.se.errts.targ.seed.fisher.clust.ldlpfc.orig.1d,110,2,rest,se,seed,ldlpfc,orig,,,
