subject,target,clustMask,sequence_type,session_i,session_j,euclidean_distance
24,seed,dilate_5,se_e2,1,3,18.22
24,seed,dilate_5,se_e2,2,3,12.81
24,network,orig,se,0,1,35.16
24,network,orig,se,0,2,35.16
24,network,orig,se,0,3,35.16
24,network,orig,se,1,2,0.0
24,network,orig,se,1,3,0.0
24,network,orig,se,2,3,0.0
24,network,orig,me,0,1,2.0
24,network,orig,me,0,2,0.0
24,network,orig,me,0,3,0.0
24,network,orig,me,1,2,2.0
24,network,orig,me,1,3,2.0
24,network,orig,me,2,3,0.0
24,network,orig,se_e2,0,1,34.06
24,network,orig,se_e2,0,2,0.0
24,network,orig,se_e2,0,3,20.0
24,network,orig,se_e2,1,2,34.06
24,network,orig,se_e2,1,3,17.2
24,network,orig,se_e2,2,3,20.0
24,network,erode_1,se,0,1,8.25
24,network,erode_1,se,0,2,10.2
24,network,erode_1,se,0,3,6.0
24,network,erode_1,se,1,2,18.22
24,network,erode_1,se,1,3,13.27
24,network,erode_1,se,2,3,6.63
24,network,erode_1,me,0,1,6.32
24,network,erode_1,me,0,2,7.48
24,network,erode_1,me,0,3,2.0
24,network,erode_1,me,1,2,2.83
24,network,erode_1,me,1,3,6.63
24,network,erode_1,me,2,3,7.21
24,network,erode_1,se_e2,0,1,10.0
24,network,erode_1,se_e2,0,2,9.17
24,network,erode_1,se_e2,0,3,14.7
24,network,erode_1,se_e2,1,2,14.14
24,network,erode_1,se_e2,1,3,8.25
24,network,erode_1,se_e2,2,3,14.0
24,network,dilate_5,se,0,1,17.55
24,network,dilate_5,se,0,2,41.62
24,network,dilate_5,se,0,3,12.33
24,network,dilate_5,se,1,2,42.71
24,network,dilate_5,se,1,3,25.38
24,network,dilate_5,se,2,3,53.25
24,network,dilate_5,me,0,1,12.33
24,network,dilate_5,me,0,2,12.33
24,network,dilate_5,me,0,3,12.33
24,network,dilate_5,me,1,2,0.0
24,network,dilate_5,me,1,3,0.0
24,network,dilate_5,me,2,3,0.0
24,network,dilate_5,se_e2,0,1,37.84
24,network,dilate_5,se_e2,0,2,14.7
24,network,dilate_5,se_e2,0,3,10.0
24,network,dilate_5,se_e2,1,2,50.6
24,network,dilate_5,se_e2,1,3,30.66
24,network,dilate_5,se_e2,2,3,23.58
25,seed,orig,se,0,1,4.47
25,seed,orig,se,0,2,25.14
25,seed,orig,se,0,3,33.23
25,seed,orig,se,1,2,23.41
25,seed,orig,se,1,3,30.0
25,seed,orig,se,2,3,16.73
25,seed,orig,me,0,1,11.66
25,seed,orig,me,0,2,23.41
25,seed,orig,me,0,3,7.48
25,seed,orig,me,1,2,23.41
25,seed,orig,me,1,3,16.73
25,seed,orig,me,2,3,30.0
25,seed,orig,se_e2,0,1,9.17
25,seed,orig,se_e2,0,2,26.38
25,seed,orig,se_e2,0,3,10.77
25,seed,orig,se_e2,1,2,22.72
25,seed,orig,se_e2,1,3,14.97
25,seed,orig,se_e2,2,3,29.73
25,seed,erode_1,se,0,1,10.39
25,seed,erode_1,se,0,2,10.2
25,seed,erode_1,se,0,3,9.17
25,seed,erode_1,se,1,2,8.25
25,seed,erode_1,se,1,3,4.9
25,seed,erode_1,se,2,3,11.83
25,seed,erode_1,me,0,1,18.87
25,seed,erode_1,me,0,2,2.0
25,seed,erode_1,me,0,3,4.47
25,seed,erode_1,me,1,2,17.2
25,seed,erode_1,me,1,3,14.7
25,seed,erode_1,me,2,3,2.83
25,seed,erode_1,se_e2,0,1,8.25
25,seed,erode_1,se_e2,0,2,6.63
25,seed,erode_1,se_e2,0,3,14.14
25,seed,erode_1,se_e2,1,2,11.66
25,seed,erode_1,se_e2,1,3,14.56
25,seed,erode_1,se_e2,2,3,12.81
25,seed,dilate_5,se,0,1,4.9
25,seed,dilate_5,se,0,2,31.87
25,seed,dilate_5,se,0,3,18.55
25,seed,dilate_5,se,1,2,31.24
25,seed,dilate_5,se,1,3,16.25
25,seed,dilate_5,se,2,3,18.97
25,seed,dilate_5,me,0,1,38.68
25,seed,dilate_5,me,0,2,6.0
25,seed,dilate_5,me,0,3,26.68
25,seed,dilate_5,me,1,2,34.93
25,seed,dilate_5,me,1,3,37.74
25,seed,dilate_5,me,2,3,25.06
25,seed,dilate_5,se_e2,0,1,41.67
25,seed,dilate_5,se_e2,0,2,47.41
25,seed,dilate_5,se_e2,0,3,40.69
25,seed,dilate_5,se_e2,1,2,22.98
25,seed,dilate_5,se_e2,1,3,7.48
25,seed,dilate_5,se_e2,2,3,29.53
25,network,orig,se,0,1,31.37
25,network,orig,se,0,2,30.53
25,network,orig,se,0,3,30.53
25,network,orig,se,1,2,2.0
25,network,orig,se,1,3,2.0
25,network,orig,se,2,3,0.0
25,network,orig,me,0,1,4.0
25,network,orig,me,0,2,0.0
25,network,orig,me,0,3,2.83
25,network,orig,me,1,2,4.0
25,network,orig,me,1,3,2.83
25,network,orig,me,2,3,2.83
25,network,orig,se_e2,0,1,20.1
25,network,orig,se_e2,0,2,14.28
25,network,orig,se_e2,0,3,13.27
25,network,orig,se_e2,1,2,21.73
25,network,orig,se_e2,1,3,26.31
25,network,orig,se_e2,2,3,6.63
25,network,erode_1,se,0,1,10.77
25,network,erode_1,se,0,2,15.75
25,network,erode_1,se,0,3,10.77
25,network,erode_1,se,1,2,21.26
25,network,erode_1,se,1,3,0.0
25,network,erode_1,se,2,3,21.26
25,network,erode_1,me,0,1,6.63
25,network,erode_1,me,0,2,0.0
25,network,erode_1,me,0,3,0.0
25,network,erode_1,me,1,2,6.63
25,network,erode_1,me,1,3,6.63
25,network,erode_1,me,2,3,0.0
25,network,erode_1,se_e2,0,1,18.0
25,network,erode_1,se_e2,0,2,0.0
25,network,erode_1,se_e2,0,3,16.61
25,network,erode_1,se_e2,1,2,18.0
25,network,erode_1,se_e2,1,3,4.9
25,network,erode_1,se_e2,2,3,16.61
25,network,dilate_5,se,0,1,4.9
25,network,dilate_5,se,0,2,35.44
25,network,dilate_5,se,0,3,34.12
25,network,dilate_5,se,1,2,35.89
25,network,dilate_5,se,1,3,34.93
25,network,dilate_5,se,2,3,4.47
25,network,dilate_5,me,0,1,0.0
25,network,dilate_5,me,0,2,2.0
25,network,dilate_5,me,0,3,2.0
25,network,dilate_5,me,1,2,2.0
25,network,dilate_5,me,1,3,2.0
25,network,dilate_5,me,2,3,2.83
25,network,dilate_5,se_e2,0,1,41.28
25,network,dilate_5,se_e2,0,2,0.0
25,network,dilate_5,se_e2,0,3,4.47
25,network,dilate_5,se_e2,1,2,41.28
25,network,dilate_5,se_e2,1,3,39.75
25,network,dilate_5,se_e2,2,3,4.47
26,seed,orig,se,0,1,10.77
26,seed,orig,se,0,2,9.8
26,seed,orig,se,0,3,11.66
26,seed,orig,se,1,2,2.0
26,seed,orig,se,1,3,18.44
26,seed,orig,se,2,3,18.55
26,seed,orig,me,0,1,23.41
26,seed,orig,me,0,2,2.83
26,seed,orig,me,0,3,17.32
26,seed,orig,me,1,2,22.72
26,seed,orig,me,1,3,23.49
26,seed,orig,me,2,3,17.09
26,seed,orig,se_e2,0,1,20.98
26,seed,orig,se_e2,0,2,17.55
26,seed,orig,se_e2,0,3,16.25
26,seed,orig,se_e2,1,2,4.47
26,seed,orig,se_e2,1,3,10.2
26,seed,orig,se_e2,2,3,6.63
26,seed,erode_1,se,0,1,14.42
26,seed,erode_1,se,0,2,10.2
26,seed,erode_1,se,0,3,8.94
26,seed,erode_1,se,1,2,6.32
26,seed,erode_1,se,1,3,14.97
26,seed,erode_1,se,2,3,12.96
26,seed,erode_1,me,0,1,13.27
26,seed,erode_1,me,0,2,6.32
26,seed,erode_1,me,0,3,6.63
26,seed,erode_1,me,1,2,13.56
26,seed,erode_1,me,1,3,10.39
26,seed,erode_1,me,2,3,9.17
26,seed,erode_1,se_e2,0,1,6.32
26,seed,erode_1,se_e2,0,2,10.77
26,seed,erode_1,se_e2,0,3,7.48
26,seed,erode_1,se_e2,1,2,6.63
26,seed,erode_1,se_e2,1,3,6.32
26,seed,erode_1,se_e2,2,3,4.47
26,seed,dilate_5,se,0,1,38.42
26,seed,dilate_5,se,0,2,9.8
26,seed,dilate_5,se,0,3,12.0
26,seed,dilate_5,se,1,2,33.76
26,seed,dilate_5,se,1,3,31.56
26,seed,dilate_5,se,2,3,4.0
26,seed,dilate_5,me,0,1,0.0
26,seed,dilate_5,me,0,2,5.66
26,seed,dilate_5,me,0,3,0.0
26,seed,dilate_5,me,1,2,5.66
26,seed,dilate_5,me,1,3,0.0
26,seed,dilate_5,me,2,3,5.66
26,seed,dilate_5,se_e2,0,1,6.0
26,seed,dilate_5,se_e2,0,2,4.47
26,seed,dilate_5,se_e2,0,3,23.66
26,seed,dilate_5,se_e2,1,2,10.2
26,seed,dilate_5,se_e2,1,3,23.41
26,seed,dilate_5,se_e2,2,3,26.31
26,network,orig,se,0,1,8.49
26,network,orig,se,0,2,6.63
26,network,orig,se,0,3,8.49
26,network,orig,se,1,2,2.0
26,network,orig,se,1,3,0.0
26,network,orig,se,2,3,2.0
26,network,orig,me,0,1,2.0
26,network,orig,me,0,2,0.0
26,network,orig,me,0,3,25.14
26,network,orig,me,1,2,2.0
26,network,orig,me,1,3,23.41
26,network,orig,me,2,3,25.14
26,network,orig,se_e2,0,1,14.56
26,network,orig,se_e2,0,2,17.09
26,network,orig,se_e2,0,3,26.08
26,network,orig,se_e2,1,2,4.9
26,network,orig,se_e2,1,3,11.83
26,network,orig,se_e2,2,3,10.0
26,network,erode_1,se,0,1,2.0
26,network,erode_1,se,0,2,5.66
26,network,erode_1,se,0,3,5.66
26,network,erode_1,se,1,2,6.0
26,network,erode_1,se,1,3,6.0
26,network,erode_1,se,2,3,0.0
26,network,erode_1,me,0,1,6.93
26,network,erode_1,me,0,2,9.38
26,network,erode_1,me,0,3,6.32
26,network,erode_1,me,1,2,2.83
26,network,erode_1,me,1,3,4.9
26,network,erode_1,me,2,3,5.66
26,network,erode_1,se_e2,0,1,4.9
26,network,erode_1,se_e2,0,2,15.62
26,network,erode_1,se_e2,0,3,2.0
26,network,erode_1,se_e2,1,2,11.49
26,network,erode_1,se_e2,1,3,4.47
26,network,erode_1,se_e2,2,3,14.42
26,network,dilate_5,se,0,1,10.77
26,network,dilate_5,se,0,2,42.9
26,network,dilate_5,se,0,3,43.5
26,network,dilate_5,se,1,2,40.25
26,network,dilate_5,se,1,3,41.28
26,network,dilate_5,se,2,3,2.0
26,network,dilate_5,me,0,1,20.1
26,network,dilate_5,me,0,2,2.83
26,network,dilate_5,me,0,3,42.61
26,network,dilate_5,me,1,2,20.49
26,network,dilate_5,me,1,3,26.91
26,network,dilate_5,me,2,3,44.18
26,network,dilate_5,se_e2,0,1,29.05
26,network,dilate_5,se_e2,0,2,19.8
26,network,dilate_5,se_e2,0,3,42.0
26,network,dilate_5,se_e2,1,2,14.56
26,network,dilate_5,se_e2,1,3,16.25
26,network,dilate_5,se_e2,2,3,24.9
27,seed,orig,se,0,1,19.9
27,seed,orig,se,0,2,17.2
27,seed,orig,se,0,3,14.7
27,seed,orig,se,1,2,4.47
27,seed,orig,se,1,3,7.21
27,seed,orig,se,2,3,6.93
27,seed,orig,me,0,1,24.9
27,seed,orig,me,0,2,22.8
27,seed,orig,me,0,3,23.41
27,seed,orig,me,1,2,13.42
27,seed,orig,me,1,3,12.33
27,seed,orig,me,2,3,6.63
27,seed,orig,se_e2,0,1,10.0
27,seed,orig,se_e2,0,2,11.66
27,seed,orig,se_e2,0,3,10.95
27,seed,orig,se_e2,1,2,2.0
27,seed,orig,se_e2,1,3,12.81
27,seed,orig,se_e2,2,3,14.7
27,seed,erode_1,se,0,1,4.9
27,seed,erode_1,se,0,2,16.37
27,seed,erode_1,se,0,3,2.83
27,seed,erode_1,se,1,2,13.42
27,seed,erode_1,se,1,3,4.9
27,seed,erode_1,se,2,3,15.62
27,seed,erode_1,me,0,1,14.0
27,seed,erode_1,me,0,2,5.66
27,seed,erode_1,me,0,3,0.0
27,seed,erode_1,me,1,2,14.56
27,seed,erode_1,me,1,3,14.0
27,seed,erode_1,me,2,3,5.66
27,seed,erode_1,se_e2,0,1,0.0
27,seed,erode_1,se_e2,0,2,14.7
27,seed,erode_1,se_e2,0,3,7.48
27,seed,erode_1,se_e2,1,2,14.7
27,seed,erode_1,se_e2,1,3,7.48
27,seed,erode_1,se_e2,2,3,8.0
27,seed,dilate_5,se,0,1,17.09
27,seed,dilate_5,se,0,2,39.75
27,seed,dilate_5,se,0,3,18.11
27,seed,dilate_5,se,1,2,44.27
27,seed,dilate_5,se,1,3,24.9
27,seed,dilate_5,se,2,3,22.0
27,seed,dilate_5,me,0,1,31.05
27,seed,dilate_5,me,0,2,16.0
27,seed,dilate_5,me,0,3,20.1
27,seed,dilate_5,me,1,2,34.93
27,seed,dilate_5,me,1,3,35.44
27,seed,dilate_5,me,2,3,9.17
27,seed,dilate_5,se_e2,0,1,32.25
27,seed,dilate_5,se_e2,0,2,16.25
27,seed,dilate_5,se_e2,0,3,33.47
27,seed,dilate_5,se_e2,1,2,32.62
27,seed,dilate_5,se_e2,1,3,26.83
27,seed,dilate_5,se_e2,2,3,36.11
27,network,orig,se,0,1,8.25
27,network,orig,se,0,2,22.45
27,network,orig,se,0,3,4.0
27,network,orig,se,1,2,20.1
27,network,orig,se,1,3,9.17
27,network,orig,se,2,3,18.97
27,network,orig,me,0,1,0.0
27,network,orig,me,0,2,2.83
27,network,orig,me,0,3,22.45
27,network,orig,me,1,2,2.83
27,network,orig,me,1,3,22.45
27,network,orig,me,2,3,23.66
27,network,orig,se_e2,0,1,4.9
27,network,orig,se_e2,0,2,0.0
27,network,orig,se_e2,0,3,8.0
27,network,orig,se_e2,1,2,4.9
27,network,orig,se_e2,1,3,12.33
27,network,orig,se_e2,2,3,8.0
27,network,erode_1,se,0,1,18.0
27,network,erode_1,se,0,2,18.55
27,network,erode_1,se,0,3,16.61
27,network,erode_1,se,1,2,4.47
27,network,erode_1,se,1,3,4.0
27,network,erode_1,se,2,3,2.0
27,network,erode_1,me,0,1,19.08
27,network,erode_1,me,0,2,14.0
27,network,erode_1,me,0,3,2.0
27,network,erode_1,me,1,2,8.49
27,network,erode_1,me,1,3,17.2
27,network,erode_1,me,2,3,12.33
27,network,erode_1,se_e2,0,1,3.46
27,network,erode_1,se_e2,0,2,13.56
27,network,erode_1,se_e2,0,3,7.48
27,network,erode_1,se_e2,1,2,12.81
27,network,erode_1,se_e2,1,3,10.0
27,network,erode_1,se_e2,2,3,18.11
27,network,dilate_5,se,0,1,19.9
27,network,dilate_5,se,0,2,23.15
27,network,dilate_5,se,0,3,20.1
27,network,dilate_5,se,1,2,7.21
27,network,dilate_5,se,1,3,23.15
27,network,dilate_5,se,2,3,19.9
27,network,dilate_5,me,0,1,20.49
27,network,dilate_5,me,0,2,22.09
27,network,dilate_5,me,0,3,22.45
27,network,dilate_5,me,1,2,2.0
27,network,dilate_5,me,1,3,25.69
27,network,dilate_5,me,2,3,25.61
27,network,dilate_5,se_e2,0,1,43.91
27,network,dilate_5,se_e2,0,2,31.69
27,network,dilate_5,se_e2,0,3,46.43
27,network,dilate_5,se_e2,1,2,14.0
27,network,dilate_5,se_e2,1,3,12.81
27,network,dilate_5,se_e2,2,3,20.4
28,seed,orig,se,0,1,14.42
28,seed,orig,se,0,2,4.47
28,seed,orig,se,0,3,2.83
28,seed,orig,se,1,2,16.61
28,seed,orig,se,1,3,16.25
28,seed,orig,se,2,3,2.0
28,seed,orig,me,0,1,31.56
28,seed,orig,me,0,2,31.56
28,seed,orig,me,0,3,31.37
28,seed,orig,me,1,2,0.0
28,seed,orig,me,1,3,2.0
28,seed,orig,me,2,3,2.0
28,seed,orig,se_e2,0,1,9.17
28,seed,orig,se_e2,0,2,11.83
28,seed,orig,se_e2,0,3,27.78
28,seed,orig,se_e2,1,2,14.14
28,seed,orig,se_e2,1,3,25.46
28,seed,orig,se_e2,2,3,24.49
28,seed,erode_1,se,0,1,9.8
28,seed,erode_1,se,0,2,12.96
28,seed,erode_1,se,0,3,9.17
28,seed,erode_1,se,1,2,4.9
28,seed,erode_1,se,1,3,2.0
28,seed,erode_1,se,2,3,6.63
28,seed,erode_1,me,0,1,10.95
28,seed,erode_1,me,0,2,6.63
28,seed,erode_1,me,0,3,8.72
28,seed,erode_1,me,1,2,14.56
28,seed,erode_1,me,1,3,11.49
28,seed,erode_1,me,2,3,5.66
28,seed,erode_1,se_e2,0,1,2.0
28,seed,erode_1,se_e2,0,2,11.83
28,seed,erode_1,se_e2,0,3,11.66
28,seed,erode_1,se_e2,1,2,10.2
28,seed,erode_1,se_e2,1,3,10.39
28,seed,erode_1,se_e2,2,3,4.47
28,seed,dilate_5,se,0,1,4.9
28,seed,dilate_5,se,0,2,11.49
28,seed,dilate_5,se,0,3,6.93
28,seed,dilate_5,se,1,2,16.12
28,seed,dilate_5,se,1,3,8.49
28,seed,dilate_5,se,2,3,12.81
28,seed,dilate_5,me,0,1,0.0
28,seed,dilate_5,me,0,2,18.87
28,seed,dilate_5,me,0,3,17.55
28,seed,dilate_5,me,1,2,18.87
28,seed,dilate_5,me,1,3,17.55
28,seed,dilate_5,me,2,3,2.83
28,seed,dilate_5,se_e2,0,1,27.2
28,seed,dilate_5,se_e2,0,2,39.45
28,seed,dilate_5,se_e2,0,3,2.0
28,seed,dilate_5,se_e2,1,2,39.09
28,seed,dilate_5,se_e2,1,3,25.77
28,seed,dilate_5,se_e2,2,3,38.78
28,network,orig,se,0,1,34.0
28,network,orig,se,0,2,23.58
28,network,orig,se,0,3,26.91
28,network,orig,se,1,2,14.14
28,network,orig,se,1,3,10.2
28,network,orig,se,2,3,13.56
28,network,orig,me,0,1,24.41
28,network,orig,me,0,2,10.2
28,network,orig,me,0,3,10.39
28,network,orig,me,1,2,33.17
28,network,orig,me,1,3,32.37
28,network,orig,me,2,3,2.0
28,network,orig,se_e2,0,1,22.89
28,network,orig,se_e2,0,2,25.69
28,network,orig,se_e2,0,3,18.11
28,network,orig,se_e2,1,2,2.83
28,network,orig,se_e2,1,3,11.49
28,network,orig,se_e2,2,3,13.42
28,network,erode_1,se,0,1,10.0
28,network,erode_1,se,0,2,8.25
28,network,erode_1,se,0,3,7.48
28,network,erode_1,se,1,2,4.9
28,network,erode_1,se,1,3,10.77
28,network,erode_1,se,2,3,6.63
28,network,erode_1,me,0,1,20.1
28,network,erode_1,me,0,2,17.2
28,network,erode_1,me,0,3,9.17
28,network,erode_1,me,1,2,6.0
28,network,erode_1,me,1,3,20.0
28,network,erode_1,me,2,3,16.61
28,network,erode_1,se_e2,0,1,6.32
28,network,erode_1,se_e2,0,2,8.72
28,network,erode_1,se_e2,0,3,4.9
28,network,erode_1,se_e2,1,2,4.47
28,network,erode_1,se_e2,1,3,9.8
28,network,erode_1,se_e2,2,3,11.49
28,network,dilate_5,se,0,1,0.0
28,network,dilate_5,se,0,2,45.48
28,network,dilate_5,se,0,3,37.09
28,network,dilate_5,se,1,2,45.48
28,network,dilate_5,se,1,3,37.09
28,network,dilate_5,se,2,3,52.8
28,network,dilate_5,me,0,1,35.67
28,network,dilate_5,me,0,2,0.0
28,network,dilate_5,me,0,3,41.38
28,network,dilate_5,me,1,2,35.67
28,network,dilate_5,me,1,3,33.11
28,network,dilate_5,me,2,3,41.38
28,network,dilate_5,se_e2,0,1,39.04
28,network,dilate_5,se_e2,0,2,3.46
28,network,dilate_5,se_e2,0,3,42.99
28,network,dilate_5,se_e2,1,2,39.5
28,network,dilate_5,se_e2,1,3,29.05
28,network,dilate_5,se_e2,2,3,42.94
29,seed,orig,se,0,1,34.0
29,seed,orig,se,0,2,34.99
29,seed,orig,se,0,3,3.46
29,seed,orig,se,1,2,3.46
29,seed,orig,se,1,3,34.99
29,seed,orig,se,2,3,36.28
29,seed,orig,me,0,1,18.0
29,seed,orig,me,0,2,4.9
29,seed,orig,me,0,3,6.63
29,seed,orig,me,1,2,15.62
29,seed,orig,me,1,3,22.8
29,seed,orig,me,2,3,7.21
29,seed,orig,se_e2,0,1,13.56
29,seed,orig,se_e2,0,2,34.06
29,seed,orig,se_e2,0,3,22.89
29,seed,orig,se_e2,1,2,25.77
29,seed,orig,se_e2,1,3,18.87
29,seed,orig,se_e2,2,3,12.81
29,seed,erode_1,se,0,1,6.32
29,seed,erode_1,se,0,2,10.0
29,seed,erode_1,se,0,3,0.0
29,seed,erode_1,se,1,2,6.63
29,seed,erode_1,se,1,3,6.32
29,seed,erode_1,se,2,3,10.0
29,seed,erode_1,me,0,1,4.47
29,seed,erode_1,me,0,2,4.47
29,seed,erode_1,me,0,3,14.56
29,seed,erode_1,me,1,2,0.0
29,seed,erode_1,me,1,3,18.33
29,seed,erode_1,me,2,3,18.33
29,seed,erode_1,se_e2,0,1,16.25
29,seed,erode_1,se_e2,0,2,12.33
29,seed,erode_1,se_e2,0,3,10.77
29,seed,erode_1,se_e2,1,2,14.97
29,seed,erode_1,se_e2,1,3,15.62
29,seed,erode_1,se_e2,2,3,2.0
29,seed,dilate_5,se,0,1,2.83
29,seed,dilate_5,se,0,2,25.14
29,seed,dilate_5,se,0,3,24.66
29,seed,dilate_5,se,1,2,23.66
29,seed,dilate_5,se,1,3,23.15
29,seed,dilate_5,se,2,3,2.83
29,seed,dilate_5,me,0,1,2.0
29,seed,dilate_5,me,0,2,16.12
29,seed,dilate_5,me,0,3,2.0
29,seed,dilate_5,me,1,2,14.97
29,seed,dilate_5,me,1,3,2.83
29,seed,dilate_5,me,2,3,17.66
29,seed,dilate_5,se_e2,0,1,40.2
29,seed,dilate_5,se_e2,0,2,35.1
29,seed,dilate_5,se_e2,0,3,19.8
29,seed,dilate_5,se_e2,1,2,14.97
29,seed,dilate_5,se_e2,1,3,34.53
29,seed,dilate_5,se_e2,2,3,27.86
29,network,orig,se,0,1,2.83
29,network,orig,se,0,2,28.91
29,network,orig,se,0,3,4.47
29,network,orig,se,1,2,27.78
29,network,orig,se,1,3,4.47
29,network,orig,se,2,3,27.13
29,network,orig,me,0,1,2.0
29,network,orig,me,0,2,2.0
29,network,orig,me,0,3,2.83
29,network,orig,me,1,2,2.83
29,network,orig,me,1,3,2.0
29,network,orig,me,2,3,2.0
29,network,orig,se_e2,0,1,5.66
29,network,orig,se_e2,0,2,4.47
29,network,orig,se_e2,0,3,28.64
29,network,orig,se_e2,1,2,8.25
29,network,orig,se_e2,1,3,25.38
29,network,orig,se_e2,2,3,32.37
29,network,erode_1,se,0,1,18.55
29,network,erode_1,se,0,2,20.69
29,network,erode_1,se,0,3,20.59
29,network,erode_1,se,1,2,7.21
29,network,erode_1,se,1,3,7.48
29,network,erode_1,se,2,3,2.0
29,network,erode_1,me,0,1,0.0
29,network,erode_1,me,0,2,2.0
29,network,erode_1,me,0,3,2.0
29,network,erode_1,me,1,2,2.0
29,network,erode_1,me,1,3,2.0
29,network,erode_1,me,2,3,0.0
29,network,erode_1,se_e2,0,1,0.0
29,network,erode_1,se_e2,0,2,20.69
29,network,erode_1,se_e2,0,3,0.0
29,network,erode_1,se_e2,1,2,20.69
29,network,erode_1,se_e2,1,3,0.0
29,network,erode_1,se_e2,2,3,20.69
29,network,dilate_5,se,0,1,3.46
29,network,dilate_5,se,0,2,2.0
29,network,dilate_5,se,0,3,4.47
29,network,dilate_5,se,1,2,2.83
29,network,dilate_5,se,1,3,2.83
29,network,dilate_5,se,2,3,2.83
29,network,dilate_5,me,0,1,23.58
29,network,dilate_5,me,0,2,22.36
29,network,dilate_5,me,0,3,23.58
29,network,dilate_5,me,1,2,2.83
29,network,dilate_5,me,1,3,0.0
29,network,dilate_5,me,2,3,2.83
29,network,dilate_5,se_e2,0,1,3.46
29,network,dilate_5,se_e2,0,2,10.95
29,network,dilate_5,se_e2,0,3,4.47
29,network,dilate_5,se_e2,1,2,14.0
29,network,dilate_5,se_e2,1,3,2.83
29,network,dilate_5,se_e2,2,3,13.11
31,seed,orig,se,0,1,12.0
31,seed,orig,se,0,2,29.05
31,seed,orig,se,0,3,7.21
31,seed,orig,se,1,2,19.9
31,seed,orig,se,1,3,16.12
31,seed,orig,se,2,3,34.76
31,seed,orig,me,0,1,32.31
31,seed,orig,me,0,2,14.28
31,seed,orig,me,0,3,26.83
31,seed,orig,me,1,2,23.49
31,seed,orig,me,1,3,6.0
31,seed,orig,me,2,3,19.08
31,seed,orig,se_e2,0,1,25.14
31,seed,orig,se_e2,0,2,5.66
31,seed,orig,se_e2,0,3,10.2
31,seed,orig,se_e2,1,2,28.71
31,seed,orig,se_e2,1,3,29.39
31,seed,orig,se_e2,2,3,14.14
31,seed,erode_1,se,0,1,8.25
31,seed,erode_1,se,0,2,6.32
31,seed,erode_1,se,0,3,14.14
31,seed,erode_1,se,1,2,6.0
31,seed,erode_1,se,1,3,13.42
31,seed,erode_1,se,2,3,9.8
31,seed,erode_1,me,0,1,14.56
31,seed,erode_1,me,0,2,4.47
31,seed,erode_1,me,0,3,6.32
31,seed,erode_1,me,1,2,17.89
31,seed,erode_1,me,1,3,10.77
31,seed,erode_1,me,2,3,10.77
31,seed,erode_1,se_e2,0,1,8.72
31,seed,erode_1,se_e2,0,2,6.0
31,seed,erode_1,se_e2,0,3,6.63
31,seed,erode_1,se_e2,1,2,4.9
31,seed,erode_1,se_e2,1,3,5.66
31,seed,erode_1,se_e2,2,3,6.32
31,seed,dilate_5,se,0,1,31.5
31,seed,dilate_5,se,0,2,42.76
31,seed,dilate_5,se,0,3,40.69
31,seed,dilate_5,se,1,2,26.0
31,seed,dilate_5,se,1,3,24.82
31,seed,dilate_5,se,2,3,4.47
31,seed,dilate_5,me,0,1,44.09
31,seed,dilate_5,me,0,2,48.74
31,seed,dilate_5,me,0,3,8.25
31,seed,dilate_5,me,1,2,22.98
31,seed,dilate_5,me,1,3,41.23
31,seed,dilate_5,me,2,3,47.54
31,seed,dilate_5,se_e2,0,1,40.25
31,seed,dilate_5,se_e2,0,2,22.36
31,seed,dilate_5,se_e2,0,3,12.33
31,seed,dilate_5,se_e2,1,2,47.75
31,seed,dilate_5,se_e2,1,3,31.69
31,seed,dilate_5,se_e2,2,3,19.29
31,network,orig,se,0,1,19.08
31,network,orig,se,0,2,18.87
31,network,orig,se,0,3,2.0
31,network,orig,se,1,2,4.9
31,network,orig,se,1,3,17.2
31,network,orig,se,2,3,17.2
31,network,orig,me,0,1,3.46
31,network,orig,me,0,2,0.0
31,network,orig,me,0,3,2.83
31,network,orig,me,1,2,3.46
31,network,orig,me,1,3,4.47
31,network,orig,me,2,3,2.83
31,network,orig,se_e2,0,1,16.61
31,network,orig,se_e2,0,2,2.83
31,network,orig,se_e2,0,3,2.83
31,network,orig,se_e2,1,2,17.55
31,network,orig,se_e2,1,3,17.55
31,network,orig,se_e2,2,3,0.0
31,network,erode_1,se,0,1,6.0
31,network,erode_1,se,0,2,6.0
31,network,erode_1,se,0,3,11.49
31,network,erode_1,se,1,2,0.0
31,network,erode_1,se,1,3,15.23
31,network,erode_1,se,2,3,15.23
31,network,erode_1,me,0,1,4.9
31,network,erode_1,me,0,2,9.38
31,network,erode_1,me,0,3,0.0
31,network,erode_1,me,1,2,8.49
31,network,erode_1,me,1,3,4.9
31,network,erode_1,me,2,3,9.38
31,network,erode_1,se_e2,0,1,18.55
31,network,erode_1,se_e2,0,2,20.69
31,network,erode_1,se_e2,0,3,14.7
31,network,erode_1,se_e2,1,2,6.0
31,network,erode_1,se_e2,1,3,4.0
31,network,erode_1,se_e2,2,3,7.21
31,network,dilate_5,se,0,1,20.49
31,network,dilate_5,se,0,2,46.04
31,network,dilate_5,se,0,3,8.25
31,network,dilate_5,se,1,2,29.6
31,network,dilate_5,se,1,3,16.25
31,network,dilate_5,se,2,3,44.05
31,network,dilate_5,me,0,1,14.0
31,network,dilate_5,me,0,2,7.48
