subject,target,clustMask,sequence_type,session_i,session_j,euclidean_distance
51,network,dilate_5,se_e2,2,3,12.33
54,seed,orig,se,0,1,9.17
54,seed,orig,se,0,2,13.42
54,seed,orig,se,0,3,11.66
54,seed,orig,se,1,2,20.59
54,seed,orig,se,1,3,18.87
54,seed,orig,se,2,3,4.47
54,seed,orig,me,0,1,27.86
54,seed,orig,me,0,2,12.33
54,seed,orig,me,0,3,2.0
54,seed,orig,me,1,2,15.75
54,seed,orig,me,1,3,27.5
54,seed,orig,me,2,3,12.17
54,seed,orig,se_e2,0,1,11.49
54,seed,orig,se_e2,0,2,13.56
54,seed,orig,se_e2,0,3,22.72
54,seed,orig,se_e2,1,2,11.49
54,seed,orig,se_e2,1,3,16.0
54,seed,orig,se_e2,2,3,11.49
54,seed,erode_1,se,0,1,4.9
54,seed,erode_1,se,0,2,6.32
54,seed,erode_1,se,0,3,8.25
54,seed,erode_1,se,1,2,10.2
54,seed,erode_1,se,1,3,10.0
54,seed,erode_1,se,2,3,7.21
54,seed,erode_1,me,0,1,16.61
54,seed,erode_1,me,0,2,13.42
54,seed,erode_1,me,0,3,2.83
54,seed,erode_1,me,1,2,8.94
54,seed,erode_1,me,1,3,14.0
54,seed,erode_1,me,2,3,10.77
54,seed,erode_1,se_e2,0,1,7.21
54,seed,erode_1,se_e2,0,2,10.77
54,seed,erode_1,se_e2,0,3,6.63
54,seed,erode_1,se_e2,1,2,12.33
54,seed,erode_1,se_e2,1,3,4.9
54,seed,erode_1,se_e2,2,3,10.2
54,seed,dilate_5,se,0,1,33.76
54,seed,dilate_5,se,0,2,32.86
54,seed,dilate_5,se,0,3,34.23
54,seed,dilate_5,se,1,2,2.0
54,seed,dilate_5,se,1,3,23.15
54,seed,dilate_5,se,2,3,21.45
54,seed,dilate_5,me,0,1,22.45
54,seed,dilate_5,me,0,2,36.93
54,seed,dilate_5,me,0,3,19.08
54,seed,dilate_5,me,1,2,32.06
54,seed,dilate_5,me,1,3,38.63
54,seed,dilate_5,me,2,3,49.56
54,seed,dilate_5,se_e2,0,1,32.25
54,seed,dilate_5,se_e2,0,2,30.85
54,seed,dilate_5,se_e2,0,3,39.6
54,seed,dilate_5,se_e2,1,2,12.96
54,seed,dilate_5,se_e2,1,3,21.54
54,seed,dilate_5,se_e2,2,3,16.25
54,network,orig,se,0,1,4.47
54,network,orig,se,0,2,4.47
54,network,orig,se,0,3,4.47
54,network,orig,se,1,2,0.0
54,network,orig,se,1,3,0.0
54,network,orig,se,2,3,0.0
54,network,orig,me,0,1,23.66
54,network,orig,me,0,2,32.8
54,network,orig,me,0,3,28.07
54,network,orig,me,1,2,13.42
54,network,orig,me,1,3,9.17
54,network,orig,me,2,3,4.9
54,network,orig,se_e2,0,1,20.88
54,network,orig,se_e2,0,2,12.0
54,network,orig,se_e2,0,3,0.0
54,network,orig,se_e2,1,2,26.31
54,network,orig,se_e2,1,3,20.88
54,network,orig,se_e2,2,3,12.0
54,network,erode_1,se,0,1,15.23
54,network,erode_1,se,0,2,15.23
54,network,erode_1,se,0,3,6.0
54,network,erode_1,se,1,2,0.0
54,network,erode_1,se,1,3,13.42
54,network,erode_1,se,2,3,13.42
54,network,erode_1,me,0,1,14.28
54,network,erode_1,me,0,2,0.0
54,network,erode_1,me,0,3,15.23
54,network,erode_1,me,1,2,14.28
54,network,erode_1,me,1,3,6.0
54,network,erode_1,me,2,3,15.23
54,network,erode_1,se_e2,0,1,0.0
54,network,erode_1,se_e2,0,2,6.0
54,network,erode_1,se_e2,0,3,17.2
54,network,erode_1,se_e2,1,2,6.0
54,network,erode_1,se_e2,1,3,17.2
54,network,erode_1,se_e2,2,3,20.1
54,network,dilate_5,se,0,1,3.46
54,network,dilate_5,se,0,2,20.98
54,network,dilate_5,se,0,3,23.49
54,network,dilate_5,se,1,2,18.87
54,network,dilate_5,se,1,3,21.26
54,network,dilate_5,se,2,3,2.83
54,network,dilate_5,me,0,1,41.23
54,network,dilate_5,me,0,2,2.0
54,network,dilate_5,me,0,3,21.63
54,network,dilate_5,me,1,2,41.47
54,network,dilate_5,me,1,3,40.99
54,network,dilate_5,me,2,3,23.49
54,network,dilate_5,se_e2,0,1,2.0
54,network,dilate_5,se_e2,0,2,8.94
54,network,dilate_5,se_e2,0,3,40.79
54,network,dilate_5,se_e2,1,2,10.0
54,network,dilate_5,se_e2,1,3,39.65
54,network,dilate_5,se_e2,2,3,49.48
55,seed,orig,se,0,1,24.08
55,seed,orig,se,0,2,14.56
55,seed,orig,se,0,3,31.11
55,seed,orig,se,1,2,21.35
55,seed,orig,se,1,3,10.77
55,seed,orig,se,2,3,26.15
55,seed,orig,me,0,1,10.77
55,seed,orig,me,0,2,10.2
55,seed,orig,me,0,3,23.75
55,seed,orig,me,1,2,16.61
55,seed,orig,me,1,3,28.57
55,seed,orig,me,2,3,14.56
55,seed,orig,se_e2,0,1,14.97
55,seed,orig,se_e2,0,2,15.62
55,seed,orig,se_e2,0,3,15.75
55,seed,orig,se_e2,1,2,11.49
55,seed,orig,se_e2,1,3,20.98
55,seed,orig,se_e2,2,3,24.41
55,seed,erode_1,se,0,1,9.8
55,seed,erode_1,se,0,2,6.63
55,seed,erode_1,se,0,3,12.96
55,seed,erode_1,se,1,2,15.36
55,seed,erode_1,se,1,3,7.48
55,seed,erode_1,se,2,3,16.12
55,seed,erode_1,me,0,1,10.2
55,seed,erode_1,me,0,2,10.39
55,seed,erode_1,me,0,3,4.47
55,seed,erode_1,me,1,2,8.25
55,seed,erode_1,me,1,3,7.21
55,seed,erode_1,me,2,3,10.2
55,seed,erode_1,se_e2,0,1,11.49
55,seed,erode_1,se_e2,0,2,16.61
55,seed,erode_1,se_e2,0,3,10.2
55,seed,erode_1,se_e2,1,2,6.32
55,seed,erode_1,se_e2,1,3,6.0
55,seed,erode_1,se_e2,2,3,11.83
55,seed,dilate_5,se,0,1,41.18
55,seed,dilate_5,se,0,2,38.0
55,seed,dilate_5,se,0,3,39.6
55,seed,dilate_5,se,1,2,46.69
55,seed,dilate_5,se,1,3,48.0
55,seed,dilate_5,se,2,3,2.0
55,seed,dilate_5,me,0,1,21.45
55,seed,dilate_5,me,0,2,14.97
55,seed,dilate_5,me,0,3,11.66
55,seed,dilate_5,me,1,2,34.58
55,seed,dilate_5,me,1,3,30.53
55,seed,dilate_5,me,2,3,4.9
55,seed,dilate_5,se_e2,0,1,44.27
55,seed,dilate_5,se_e2,0,2,39.65
55,seed,dilate_5,se_e2,0,3,6.0
55,seed,dilate_5,se_e2,1,2,16.12
55,seed,dilate_5,se_e2,1,3,45.48
55,seed,dilate_5,se_e2,2,3,40.4
55,network,orig,se,0,1,26.31
55,network,orig,se,0,2,12.65
55,network,orig,se,0,3,12.81
55,network,orig,se,1,2,22.72
55,network,orig,se,1,3,25.14
55,network,orig,se,2,3,4.47
55,network,orig,me,0,1,15.62
55,network,orig,me,0,2,14.56
55,network,orig,me,0,3,10.2
55,network,orig,me,1,2,11.66
55,network,orig,me,1,3,14.0
55,network,orig,me,2,3,7.21
55,network,orig,se_e2,0,1,9.8
55,network,orig,se_e2,0,2,16.12
55,network,orig,se_e2,0,3,9.8
55,network,orig,se_e2,1,2,20.1
55,network,orig,se_e2,1,3,0.0
55,network,orig,se_e2,2,3,20.1
55,network,erode_1,se,0,1,9.38
55,network,erode_1,se,0,2,0.0
55,network,erode_1,se,0,3,0.0
55,network,erode_1,se,1,2,9.38
55,network,erode_1,se,1,3,9.38
55,network,erode_1,se,2,3,0.0
55,network,erode_1,me,0,1,6.0
55,network,erode_1,me,0,2,14.56
55,network,erode_1,me,0,3,10.2
55,network,erode_1,me,1,2,12.96
55,network,erode_1,me,1,3,14.56
55,network,erode_1,me,2,3,14.28
55,network,erode_1,se_e2,0,1,2.0
55,network,erode_1,se_e2,0,2,9.17
55,network,erode_1,se_e2,0,3,2.0
55,network,erode_1,se_e2,1,2,8.94
55,network,erode_1,se_e2,1,3,2.83
55,network,erode_1,se_e2,2,3,7.48
55,network,dilate_5,se,0,1,4.47
55,network,dilate_5,se,0,2,4.47
55,network,dilate_5,se,0,3,7.48
55,network,dilate_5,se,1,2,0.0
55,network,dilate_5,se,1,3,6.0
55,network,dilate_5,se,2,3,6.0
55,network,dilate_5,me,0,1,0.0
55,network,dilate_5,me,0,2,4.47
55,network,dilate_5,me,0,3,0.0
55,network,dilate_5,me,1,2,4.47
55,network,dilate_5,me,1,3,0.0
55,network,dilate_5,me,2,3,4.47
55,network,dilate_5,se_e2,0,1,23.58
55,network,dilate_5,se_e2,0,2,12.33
55,network,dilate_5,se_e2,0,3,34.7
55,network,dilate_5,se_e2,1,2,23.75
55,network,dilate_5,se_e2,1,3,12.33
55,network,dilate_5,se_e2,2,3,31.69
56,seed,orig,se,0,1,14.7
56,seed,orig,se,0,2,14.14
56,seed,orig,se,0,3,10.77
56,seed,orig,se,1,2,2.83
56,seed,orig,se,1,3,4.47
56,seed,orig,se,2,3,3.46
56,seed,orig,me,0,1,16.49
56,seed,orig,me,0,2,14.14
56,seed,orig,me,0,3,22.98
56,seed,orig,me,1,2,2.83
56,seed,orig,me,1,3,9.8
56,seed,orig,me,2,3,12.33
56,seed,orig,se_e2,0,1,12.0
56,seed,orig,se_e2,0,2,14.28
56,seed,orig,se_e2,0,3,22.98
56,seed,orig,se_e2,1,2,15.36
56,seed,orig,se_e2,1,3,23.32
56,seed,orig,se_e2,2,3,14.28
56,seed,erode_1,se,0,1,0.0
56,seed,erode_1,se,0,2,5.66
56,seed,erode_1,se,0,3,8.25
56,seed,erode_1,se,1,2,5.66
56,seed,erode_1,se,1,3,8.25
56,seed,erode_1,se,2,3,13.42
56,seed,erode_1,me,0,1,10.77
56,seed,erode_1,me,0,2,10.77
56,seed,erode_1,me,0,3,4.47
56,seed,erode_1,me,1,2,0.0
56,seed,erode_1,me,1,3,7.48
56,seed,erode_1,me,2,3,7.48
56,seed,erode_1,se_e2,0,1,12.33
56,seed,erode_1,se_e2,0,2,9.17
56,seed,erode_1,se_e2,0,3,21.91
56,seed,erode_1,se_e2,1,2,4.47
56,seed,erode_1,se_e2,1,3,17.2
56,seed,erode_1,se_e2,2,3,15.62
56,seed,dilate_5,se,0,1,2.83
56,seed,dilate_5,se,0,2,7.48
56,seed,dilate_5,se,0,3,27.5
56,seed,dilate_5,se,1,2,8.94
56,seed,dilate_5,se,1,3,28.91
56,seed,dilate_5,se,2,3,32.31
56,seed,dilate_5,me,0,1,28.71
56,seed,dilate_5,me,0,2,44.81
56,seed,dilate_5,me,0,3,9.38
56,seed,dilate_5,me,1,2,19.39
56,seed,dilate_5,me,1,3,20.4
56,seed,dilate_5,me,2,3,37.2
56,seed,dilate_5,se_e2,0,1,35.67
56,seed,dilate_5,se_e2,0,2,27.86
56,seed,dilate_5,se_e2,0,3,36.72
56,seed,dilate_5,se_e2,1,2,20.4
56,seed,dilate_5,se_e2,1,3,44.59
56,seed,dilate_5,se_e2,2,3,34.47
56,network,orig,se,0,1,12.33
56,network,orig,se,0,2,8.72
56,network,orig,se,0,3,8.72
56,network,orig,se,1,2,8.25
56,network,orig,se,1,3,8.25
56,network,orig,se,2,3,0.0
56,network,orig,me,0,1,24.49
56,network,orig,me,0,2,24.49
56,network,orig,me,0,3,14.42
56,network,orig,me,1,2,0.0
56,network,orig,me,1,3,17.2
56,network,orig,me,2,3,17.2
56,network,orig,se_e2,0,1,2.83
56,network,orig,se_e2,0,2,10.2
56,network,orig,se_e2,0,3,16.49
56,network,orig,se_e2,1,2,7.48
56,network,orig,se_e2,1,3,14.14
56,network,orig,se_e2,2,3,10.95
56,network,erode_1,se,0,1,21.91
56,network,erode_1,se,0,2,21.91
56,network,erode_1,se,0,3,10.77
56,network,erode_1,se,1,2,0.0
56,network,erode_1,se,1,3,14.56
56,network,erode_1,se,2,3,14.56
56,network,erode_1,me,0,1,3.46
56,network,erode_1,me,0,2,14.14
56,network,erode_1,me,0,3,14.14
56,network,erode_1,me,1,2,14.56
56,network,erode_1,me,1,3,14.56
56,network,erode_1,me,2,3,0.0
56,network,erode_1,se_e2,0,1,18.87
56,network,erode_1,se_e2,0,2,8.25
56,network,erode_1,se_e2,0,3,20.1
56,network,erode_1,se_e2,1,2,16.49
56,network,erode_1,se_e2,1,3,2.83
56,network,erode_1,se_e2,2,3,18.11
56,network,dilate_5,se,0,1,2.83
56,network,dilate_5,se,0,2,2.83
56,network,dilate_5,se,0,3,0.0
56,network,dilate_5,se,1,2,2.83
56,network,dilate_5,se,1,3,2.83
56,network,dilate_5,se,2,3,2.83
56,network,dilate_5,me,0,1,43.45
56,network,dilate_5,me,0,2,37.09
56,network,dilate_5,me,0,3,40.69
56,network,dilate_5,me,1,2,35.33
56,network,dilate_5,me,1,3,2.83
56,network,dilate_5,me,2,3,33.35
56,network,dilate_5,se_e2,0,1,7.21
56,network,dilate_5,se_e2,0,2,6.63
56,network,dilate_5,se_e2,0,3,7.21
56,network,dilate_5,se_e2,1,2,2.83
56,network,dilate_5,se_e2,1,3,0.0
56,network,dilate_5,se_e2,2,3,2.83
57,seed,orig,se,0,1,14.14
57,seed,orig,se,0,2,15.75
57,seed,orig,se,0,3,14.28
57,seed,orig,se,1,2,2.83
57,seed,orig,se,1,3,2.0
57,seed,orig,se,2,3,2.0
57,seed,orig,me,0,1,26.38
57,seed,orig,me,0,2,16.25
57,seed,orig,me,0,3,2.83
57,seed,orig,me,1,2,17.2
57,seed,orig,me,1,3,27.86
57,seed,orig,me,2,3,16.49
57,seed,orig,se_e2,0,1,11.66
57,seed,orig,se_e2,0,2,7.48
57,seed,orig,se_e2,0,3,9.17
57,seed,orig,se_e2,1,2,14.14
57,seed,orig,se_e2,1,3,14.56
57,seed,orig,se_e2,2,3,3.46
57,seed,erode_1,se,0,1,3.46
57,seed,erode_1,se,0,2,10.39
57,seed,erode_1,se,0,3,12.65
57,seed,erode_1,se,1,2,8.94
57,seed,erode_1,se,1,3,10.39
57,seed,erode_1,se,2,3,3.46
57,seed,erode_1,me,0,1,10.2
57,seed,erode_1,me,0,2,2.83
57,seed,erode_1,me,0,3,2.83
57,seed,erode_1,me,1,2,8.0
57,seed,erode_1,me,1,3,12.0
57,seed,erode_1,me,2,3,4.0
57,seed,erode_1,se_e2,0,1,2.83
57,seed,erode_1,se_e2,0,2,2.83
57,seed,erode_1,se_e2,0,3,4.47
57,seed,erode_1,se_e2,1,2,4.9
57,seed,erode_1,se_e2,1,3,2.0
57,seed,erode_1,se_e2,2,3,6.63
57,seed,dilate_5,se,0,1,2.0
57,seed,dilate_5,se,0,2,14.7
57,seed,dilate_5,se,0,3,2.83
57,seed,dilate_5,se,1,2,15.36
57,seed,dilate_5,se,1,3,3.46
57,seed,dilate_5,se,2,3,12.65
57,seed,dilate_5,me,0,1,0.0
57,seed,dilate_5,me,0,2,18.87
57,seed,dilate_5,me,0,3,33.82
57,seed,dilate_5,me,1,2,18.87
57,seed,dilate_5,me,1,3,33.82
57,seed,dilate_5,me,2,3,16.61
57,seed,dilate_5,se_e2,0,1,38.78
57,seed,dilate_5,se_e2,0,2,48.99
57,seed,dilate_5,se_e2,0,3,32.62
57,seed,dilate_5,se_e2,1,2,42.71
57,seed,dilate_5,se_e2,1,3,17.2
57,seed,dilate_5,se_e2,2,3,55.35
57,network,orig,se,0,1,0.0
57,network,orig,se,0,2,15.75
57,network,orig,se,0,3,15.75
57,network,orig,se,1,2,15.75
57,network,orig,se,1,3,15.75
57,network,orig,se,2,3,0.0
57,network,orig,me,0,1,22.72
57,network,orig,me,0,2,2.0
57,network,orig,me,0,3,26.15
57,network,orig,me,1,2,21.91
57,network,orig,me,1,3,15.75
57,network,orig,me,2,3,26.38
57,network,orig,se_e2,0,1,15.75
57,network,orig,se_e2,0,2,15.75
57,network,orig,se_e2,0,3,0.0
57,network,orig,se_e2,1,2,0.0
57,network,orig,se_e2,1,3,15.75
57,network,orig,se_e2,2,3,15.75
57,network,erode_1,se,0,1,17.2
57,network,erode_1,se,0,2,8.0
57,network,erode_1,se,0,3,18.87
57,network,erode_1,se,1,2,11.66
57,network,erode_1,se,1,3,2.0
57,network,erode_1,se,2,3,12.81
57,network,erode_1,me,0,1,0.0
57,network,erode_1,me,0,2,0.0
57,network,erode_1,me,0,3,17.2
57,network,erode_1,me,1,2,0.0
57,network,erode_1,me,1,3,17.2
57,network,erode_1,me,2,3,17.2
57,network,erode_1,se_e2,0,1,2.83
57,network,erode_1,se_e2,0,2,4.9
57,network,erode_1,se_e2,0,3,4.0
57,network,erode_1,se_e2,1,2,2.83
57,network,erode_1,se_e2,1,3,2.83
57,network,erode_1,se_e2,2,3,2.83
57,network,dilate_5,se,0,1,6.0
57,network,dilate_5,se,0,2,25.61
57,network,dilate_5,se,0,3,25.61
57,network,dilate_5,se,1,2,24.41
57,network,dilate_5,se,1,3,24.41
57,network,dilate_5,se,2,3,0.0
57,network,dilate_5,me,0,1,26.91
57,network,dilate_5,me,0,2,28.07
57,network,dilate_5,me,0,3,4.9
57,network,dilate_5,me,1,2,2.83
57,network,dilate_5,me,1,3,24.74
57,network,dilate_5,me,2,3,26.31
57,network,dilate_5,se_e2,0,1,60.27
57,network,dilate_5,se_e2,0,2,40.69
57,network,dilate_5,se_e2,0,3,41.23
57,network,dilate_5,se_e2,1,2,26.68
57,network,dilate_5,se_e2,1,3,25.38
57,network,dilate_5,se_e2,2,3,2.0
58,seed,orig,se,0,1,17.09
58,seed,orig,se,0,2,12.96
58,seed,orig,se,0,3,12.81
58,seed,orig,se,1,2,15.36
58,seed,orig,se,1,3,20.2
58,seed,orig,se,2,3,10.0
58,seed,orig,me,0,1,8.25
58,seed,orig,me,0,2,8.94
58,seed,orig,me,0,3,7.48
58,seed,orig,me,1,2,11.49
58,seed,orig,me,1,3,8.25
58,seed,orig,me,2,3,15.75
58,seed,orig,se_e2,0,1,6.0
58,seed,orig,se_e2,0,2,20.4
58,seed,orig,se_e2,0,3,17.2
58,seed,orig,se_e2,1,2,24.41
58,seed,orig,se_e2,1,3,22.72
58,seed,orig,se_e2,2,3,9.38
58,seed,erode_1,se,0,1,7.48
58,seed,erode_1,se,0,2,7.48
58,seed,erode_1,se,0,3,8.49
58,seed,erode_1,se,1,2,6.32
58,seed,erode_1,se,1,3,2.83
58,seed,erode_1,se,2,3,4.9
58,seed,erode_1,me,0,1,7.48
58,seed,erode_1,me,0,2,8.94
58,seed,erode_1,me,0,3,3.46
58,seed,erode_1,me,1,2,8.49
58,seed,erode_1,me,1,3,8.25
58,seed,erode_1,me,2,3,6.63
58,seed,erode_1,se_e2,0,1,9.17
58,seed,erode_1,se_e2,0,2,4.47
58,seed,erode_1,se_e2,0,3,6.0
58,seed,erode_1,se_e2,1,2,12.96
58,seed,erode_1,se_e2,1,3,11.66
58,seed,erode_1,se_e2,2,3,5.66
58,seed,dilate_5,se,0,1,17.89
58,seed,dilate_5,se,0,2,21.26
58,seed,dilate_5,se,0,3,16.0
58,seed,dilate_5,se,1,2,15.1
58,seed,dilate_5,se,1,3,8.0
58,seed,dilate_5,se,2,3,8.25
58,seed,dilate_5,me,0,1,44.18
58,seed,dilate_5,me,0,2,27.5
58,seed,dilate_5,me,0,3,46.56
58,seed,dilate_5,me,1,2,18.87
58,seed,dilate_5,me,1,3,4.9
58,seed,dilate_5,me,2,3,22.72
58,seed,dilate_5,se_e2,0,1,19.39
58,seed,dilate_5,se_e2,0,2,55.32
58,seed,dilate_5,se_e2,0,3,25.46
58,seed,dilate_5,se_e2,1,2,41.23
58,seed,dilate_5,se_e2,1,3,6.93
58,seed,dilate_5,se_e2,2,3,36.28
58,network,orig,se,0,1,7.21
58,network,orig,se,0,2,8.25
58,network,orig,se,0,3,11.66
58,network,orig,se,1,2,10.95
58,network,orig,se,1,3,4.47
58,network,orig,se,2,3,14.0
58,network,orig,me,0,1,11.83
58,network,orig,me,0,2,16.12
58,network,orig,me,0,3,4.47
58,network,orig,me,1,2,16.25
58,network,orig,me,1,3,7.48
58,network,orig,me,2,3,14.97
58,network,orig,se_e2,0,1,21.54
58,network,orig,se_e2,0,2,24.17
58,network,orig,se_e2,0,3,23.07
58,network,orig,se_e2,1,2,26.38
58,network,orig,se_e2,1,3,26.0
58,network,orig,se_e2,2,3,6.0
58,network,erode_1,se,0,1,3.46
58,network,erode_1,se,0,2,7.21
58,network,erode_1,se,0,3,8.49
58,network,erode_1,se,1,2,4.9
58,network,erode_1,se,1,3,11.49
58,network,erode_1,se,2,3,14.0
58,network,erode_1,me,0,1,10.2
58,network,erode_1,me,0,2,2.83
58,network,erode_1,me,0,3,0.0
58,network,erode_1,me,1,2,7.48
58,network,erode_1,me,1,3,10.2
58,network,erode_1,me,2,3,2.83
58,network,erode_1,se_e2,0,1,0.0
58,network,erode_1,se_e2,0,2,2.0
58,network,erode_1,se_e2,0,3,21.73
58,network,erode_1,se_e2,1,2,2.0
58,network,erode_1,se_e2,1,3,21.73
58,network,erode_1,se_e2,2,3,21.26
58,network,dilate_5,se,0,1,4.0
58,network,dilate_5,se,0,2,15.75
58,network,dilate_5,se,0,3,34.41
58,network,dilate_5,se,1,2,18.97
58,network,dilate_5,se,1,3,35.1
58,network,dilate_5,se,2,3,38.05
58,network,dilate_5,me,0,1,18.87
58,network,dilate_5,me,0,2,26.91
58,network,dilate_5,me,0,3,7.48
58,network,dilate_5,me,1,2,44.18
58,network,dilate_5,me,1,3,22.36
58,network,dilate_5,me,2,3,24.08
58,network,dilate_5,se_e2,0,1,48.17
58,network,dilate_5,se_e2,0,2,40.05
58,network,dilate_5,se_e2,0,3,27.57
58,network,dilate_5,se_e2,1,2,14.0
58,network,dilate_5,se_e2,1,3,23.15
58,network,dilate_5,se_e2,2,3,12.81
59,seed,orig,se,0,1,15.1
59,seed,orig,se,0,2,12.33
59,seed,orig,se,0,3,2.0
59,seed,orig,se,1,2,18.87
59,seed,orig,se,1,3,13.86
59,seed,orig,se,2,3,11.49
59,seed,orig,me,0,1,16.25
59,seed,orig,me,0,2,13.27
59,seed,orig,me,0,3,12.81
59,seed,orig,me,1,2,26.38
59,seed,orig,me,1,3,26.31
59,seed,orig,me,2,3,2.0
59,seed,orig,se_e2,0,1,16.25
59,seed,orig,se_e2,0,2,14.7
59,seed,orig,se_e2,0,3,10.2
59,seed,orig,se_e2,1,2,4.0
59,seed,orig,se_e2,1,3,12.65
59,seed,orig,se_e2,2,3,13.27
59,seed,erode_1,se,0,1,8.25
59,seed,erode_1,se,0,2,6.32
59,seed,erode_1,se,0,3,8.25
59,seed,erode_1,se,1,2,4.47
59,seed,erode_1,se,1,3,4.9
59,seed,erode_1,se,2,3,2.0
59,seed,erode_1,me,0,1,2.83
59,seed,erode_1,me,0,2,2.83
59,seed,erode_1,me,0,3,2.83
59,seed,erode_1,me,1,2,2.83
59,seed,erode_1,me,1,3,0.0
59,seed,erode_1,me,2,3,2.83
59,seed,erode_1,se_e2,0,1,0.0
59,seed,erode_1,se_e2,0,2,12.33
59,seed,erode_1,se_e2,0,3,4.47
59,seed,erode_1,se_e2,1,2,12.33
59,seed,erode_1,se_e2,1,3,4.47
59,seed,erode_1,se_e2,2,3,9.17
59,seed,dilate_5,se,0,1,23.15
59,seed,dilate_5,se,0,2,30.85
59,seed,dilate_5,se,0,3,2.83
59,seed,dilate_5,se,1,2,17.2
59,seed,dilate_5,se,1,3,22.98
59,seed,dilate_5,se,2,3,31.62
59,seed,dilate_5,me,0,1,40.55
59,seed,dilate_5,me,0,2,40.55
59,seed,dilate_5,me,0,3,40.45
59,seed,dilate_5,me,1,2,0.0
59,seed,dilate_5,me,1,3,7.48
59,seed,dilate_5,me,2,3,7.48
59,seed,dilate_5,se_e2,0,1,15.62
59,seed,dilate_5,se_e2,0,2,47.46
59,seed,dilate_5,se_e2,0,3,43.68
59,seed,dilate_5,se_e2,1,2,35.67
59,seed,dilate_5,se_e2,1,3,32.62
59,seed,dilate_5,se_e2,2,3,7.48
59,network,orig,se,0,1,19.29
59,network,orig,se,0,2,0.0
59,network,orig,se,0,3,17.66
59,network,orig,se,1,2,19.29
59,network,orig,se,1,3,2.0
59,network,orig,se,2,3,17.66
59,network,orig,me,0,1,0.0
59,network,orig,me,0,2,17.66
59,network,orig,me,0,3,0.0
59,network,orig,me,1,2,17.66
59,network,orig,me,1,3,0.0
59,network,orig,me,2,3,17.66
59,network,orig,se_e2,0,1,18.0
59,network,orig,se_e2,0,2,29.93
59,network,orig,se_e2,0,3,17.32
59,network,orig,se_e2,1,2,18.87
59,network,orig,se_e2,1,3,18.97
59,network,orig,se_e2,2,3,22.18
59,network,erode_1,se,0,1,7.21
59,network,erode_1,se,0,2,6.0
59,network,erode_1,se,0,3,6.0
59,network,erode_1,se,1,2,2.83
59,network,erode_1,se,1,3,2.83
59,network,erode_1,se,2,3,0.0
59,network,erode_1,me,0,1,0.0
59,network,erode_1,me,0,2,19.8
59,network,erode_1,me,0,3,0.0
59,network,erode_1,me,1,2,19.8
59,network,erode_1,me,1,3,0.0
59,network,erode_1,me,2,3,19.8
59,network,erode_1,se_e2,0,1,18.0
59,network,erode_1,se_e2,0,2,0.0
59,network,erode_1,se_e2,0,3,14.7
59,network,erode_1,se_e2,1,2,18.0
59,network,erode_1,se_e2,1,3,6.63
59,network,erode_1,se_e2,2,3,14.7
59,network,dilate_5,se,0,1,11.49
59,network,dilate_5,se,0,2,11.49
59,network,dilate_5,se,0,3,4.47
59,network,dilate_5,se,1,2,0.0
59,network,dilate_5,se,1,3,15.75
59,network,dilate_5,se,2,3,15.75
59,network,dilate_5,me,0,1,2.0
59,network,dilate_5,me,0,2,17.32
59,network,dilate_5,me,0,3,2.83
59,network,dilate_5,me,1,2,15.75
59,network,dilate_5,me,1,3,2.0
59,network,dilate_5,me,2,3,17.09
59,network,dilate_5,se_e2,0,1,0.0
59,network,dilate_5,se_e2,0,2,12.96
59,network,dilate_5,se_e2,0,3,17.32
59,network,dilate_5,se_e2,1,2,12.96
59,network,dilate_5,se_e2,1,3,17.32
59,network,dilate_5,se_e2,2,3,4.47
60,seed,orig,se,0,1,6.32
60,seed,orig,se,0,2,6.63
60,seed,orig,se,0,3,0.0
60,seed,orig,se,1,2,6.0
60,seed,orig,se,1,3,6.32
60,seed,orig,se,2,3,6.63
60,seed,orig,me,0,1,16.73
60,seed,orig,me,0,2,16.73
60,seed,orig,me,0,3,2.83
60,seed,orig,me,1,2,0.0
60,seed,orig,me,1,3,16.49
60,seed,orig,me,2,3,16.49
60,seed,orig,se_e2,0,1,11.31
60,seed,orig,se_e2,0,2,0.0
60,seed,orig,se_e2,0,3,22.09
60,seed,orig,se_e2,1,2,11.31
60,seed,orig,se_e2,1,3,18.11
60,seed,orig,se_e2,2,3,22.09
60,seed,erode_1,se,0,1,0.0
60,seed,erode_1,se,0,2,16.61
60,seed,erode_1,se,0,3,10.2
60,seed,erode_1,se,1,2,16.61
60,seed,erode_1,se,1,3,10.2
60,seed,erode_1,se,2,3,8.72
60,seed,erode_1,me,0,1,8.72
60,seed,erode_1,me,0,2,0.0
60,seed,erode_1,me,0,3,8.25
60,seed,erode_1,me,1,2,8.72
60,seed,erode_1,me,1,3,8.49
60,seed,erode_1,me,2,3,8.25
60,seed,erode_1,se_e2,0,1,11.66
60,seed,erode_1,se_e2,0,2,0.0
60,seed,erode_1,se_e2,0,3,6.32
60,seed,erode_1,se_e2,1,2,11.66
60,seed,erode_1,se_e2,1,3,11.66
60,seed,erode_1,se_e2,2,3,6.32
60,seed,dilate_5,se,0,1,0.0
60,seed,dilate_5,se,0,2,47.58
60,seed,dilate_5,se,0,3,41.81
60,seed,dilate_5,se,1,2,47.58
60,seed,dilate_5,se,1,3,41.81
60,seed,dilate_5,se,2,3,16.61
60,seed,dilate_5,me,0,1,34.0
